stock_name,datetime,open,high,low,close,volume
GS,"2018-02-26 11:33:00",270,270,269,269,2900
GS,"2018-02-26 11:34:00",269,269,269,269,4077
GS,"2018-02-26 11:35:00",269,269,269,269,8222
GS,"2018-02-26 11:36:00",269,269,269,269,2687
GS,"2018-02-26 11:37:00",269,269,269,269,1755
GS,"2018-02-26 11:38:00",269,269,268,268,13818
GS,"2018-02-26 11:39:00",268,269,268,269,1900
GS,"2018-02-26 11:40:00",269,269,269,269,3600
GS,"2018-02-26 11:41:00",269,269,269,269,3280
GS,"2018-02-26 11:42:00",269,269,269,269,200
GS,"2018-02-26 11:43:00",269,269,269,269,3160
GS,"2018-02-26 11:44:00",269,269,269,269,2771
GS,"2018-02-26 11:45:00",269,270,269,269,1400
GS,"2018-02-26 11:46:00",270,270,269,270,1820
GS,"2018-02-26 11:47:00",269,270,269,270,3115
GS,"2018-02-26 11:48:00",270,270,270,270,1999
GS,"2018-02-26 11:49:00",270,270,270,270,3060
GS,"2018-02-26 11:50:00",270,270,269,270,2573
GS,"2018-02-26 11:51:00",270,270,270,270,2131
GS,"2018-02-26 11:52:00",270,270,270,270,1500
GS,"2018-02-26 11:53:00",270,270,270,270,3135
GS,"2018-02-26 11:54:00",270,270,270,270,1300
GS,"2018-02-26 11:55:00",270,270,270,270,6713
GS,"2018-02-26 11:56:00",270,270,269,270,2402
GS,"2018-02-26 11:57:00",270,270,269,270,1600
GS,"2018-02-26 11:58:00",270,270,270,270,100
GS,"2018-02-26 11:59:00",270,270,269,269,4275
GS,"2018-02-26 12:00:00",269,269,269,269,1175
GS,"2018-02-26 12:01:00",269,270,269,270,800
GS,"2018-02-26 12:02:00",270,270,269,269,400
GS,"2018-02-26 12:03:00",270,270,270,270,2014
GS,"2018-02-26 12:04:00",270,270,270,270,3886
GS,"2018-02-26 12:05:00",270,270,270,270,650
GS,"2018-02-26 12:06:00",270,270,270,270,5671
GS,"2018-02-26 12:07:00",270,270,270,270,8171
GS,"2018-02-26 12:08:00",270,270,270,270,9730
GS,"2018-02-26 12:09:00",270,270,270,270,2185
GS,"2018-02-26 12:10:00",270,270,270,270,1921
GS,"2018-02-26 12:11:00",270,270,270,270,3566
GS,"2018-02-26 12:12:00",270,270,270,270,2567
GS,"2018-02-26 12:13:00",270,270,270,270,4433
GS,"2018-02-26 12:14:00",270,270,270,270,1326
GS,"2018-02-26 12:15:00",270,270,270,270,2951
GS,"2018-02-26 12:16:00",270,270,270,270,1000
GS,"2018-02-26 12:17:00",270,270,270,270,1350
GS,"2018-02-26 12:18:00",270,270,270,270,2929
GS,"2018-02-26 12:19:00",270,270,270,270,1900
GS,"2018-02-26 12:20:00",270,270,270,270,2377
GS,"2018-02-26 12:21:00",270,270,270,270,1759
GS,"2018-02-26 12:22:00",270,270,270,270,1600
GS,"2018-02-26 12:23:00",270,270,270,270,5137
GS,"2018-02-26 12:24:00",270,270,270,270,1400
GS,"2018-02-26 12:25:00",270,270,270,270,200
GS,"2018-02-26 12:26:00",270,270,270,270,7900
GS,"2018-02-26 12:27:00",270,270,270,270,1692
GS,"2018-02-26 12:28:00",270,270,270,270,1450
GS,"2018-02-26 12:29:00",270,270,270,270,4683
GS,"2018-02-26 12:30:00",270,270,270,270,5239
GS,"2018-02-26 12:31:00",270,271,270,270,5871
GS,"2018-02-26 12:32:00",270,270,270,270,2715
GS,"2018-02-26 12:33:00",270,270,270,270,800
GS,"2018-02-26 12:34:00",270,270,270,270,300
GS,"2018-02-26 12:35:00",270,270,270,270,5785
GS,"2018-02-26 12:36:00",270,270,270,270,4870
GS,"2018-02-26 12:37:00",270,270,270,270,1950
GS,"2018-02-26 12:38:00",270,270,270,270,1100
GS,"2018-02-26 12:39:00",270,270,270,270,400
GS,"2018-02-26 12:40:00",270,270,270,270,4199
GS,"2018-02-26 12:41:00",270,270,270,270,3000
GS,"2018-02-26 12:42:00",270,270,270,270,3000
GS,"2018-02-26 12:43:00",270,270,270,270,900
GS,"2018-02-26 12:44:00",270,270,270,270,1280
GS,"2018-02-26 12:45:00",270,270,270,270,4700
GS,"2018-02-26 12:46:00",270,270,270,270,710
GS,"2018-02-26 12:47:00",270,270,270,270,4052
GS,"2018-02-26 12:48:00",270,270,270,270,3856
GS,"2018-02-26 12:49:00",270,271,270,271,1550
GS,"2018-02-26 12:50:00",271,271,271,271,12449
GS,"2018-02-26 12:51:00",271,271,271,271,10270
GS,"2018-02-26 12:52:00",271,271,271,271,2000
GS,"2018-02-26 12:53:00",271,271,271,271,17322
GS,"2018-02-26 12:54:00",271,271,271,271,1500
GS,"2018-02-26 12:55:00",271,271,271,271,4047
GS,"2018-02-26 12:56:00",271,271,271,271,2492
GS,"2018-02-26 12:57:00",271,271,271,271,2405
GS,"2018-02-26 12:58:00",271,271,271,271,2552
GS,"2018-02-26 12:59:00",271,271,271,271,1401
GS,"2018-02-26 13:00:00",271,271,271,271,3329
GS,"2018-02-26 13:01:00",271,271,271,271,3622
GS,"2018-02-26 13:02:00",271,271,271,271,4825
GS,"2018-02-26 13:03:00",271,271,271,271,1900
GS,"2018-02-26 13:04:00",271,271,271,271,1911
GS,"2018-02-26 13:05:00",271,271,271,271,3749
GS,"2018-02-26 13:06:00",271,271,271,271,2719
GS,"2018-02-26 13:07:00",271,271,271,271,2520
GS,"2018-02-26 13:08:00",271,271,271,271,4638
GS,"2018-02-26 13:09:00",271,271,271,271,1300
GS,"2018-02-26 13:10:00",271,271,271,271,2050
GS,"2018-02-26 13:11:00",271,271,271,271,718
GS,"2018-02-26 13:12:00",271,271,271,271,900
GS,"2018-02-26 13:13:00",271,271,271,271,2312
GS,"2018-02-26 13:14:00",271,271,271,271,1200
GS,"2018-02-26 13:15:00",271,271,271,271,2077
GS,"2018-02-26 13:16:00",271,271,271,271,1900
GS,"2018-02-26 13:17:00",271,271,271,271,1000
GS,"2018-02-26 13:18:00",271,271,271,271,1800
GS,"2018-02-26 13:19:00",271,271,271,271,3450
GS,"2018-02-26 13:20:00",271,271,271,271,2054
GS,"2018-02-26 13:21:00",271,271,271,271,2900
GS,"2018-02-26 13:22:00",271,271,271,271,2553
GS,"2018-02-26 13:23:00",271,271,271,271,6415
GS,"2018-02-26 13:24:00",271,271,271,271,1100
GS,"2018-02-26 13:25:00",271,271,271,271,4310
GS,"2018-02-26 13:26:00",271,271,271,271,3151
GS,"2018-02-26 13:27:00",271,272,271,271,2920
GS,"2018-02-26 13:28:00",271,271,271,271,4806
GS,"2018-02-26 13:29:00",271,271,271,271,1400
GS,"2018-02-26 13:30:00",271,271,271,271,2200
GS,"2018-02-26 13:31:00",271,271,271,271,5128
GS,"2018-02-26 13:32:00",271,271,271,271,7630
GS,"2018-02-26 13:33:00",271,271,271,271,820
GS,"2018-02-26 13:34:00",271,271,271,271,2980
GS,"2018-02-26 13:35:00",271,271,271,271,2277
GS,"2018-02-26 13:36:00",271,271,271,271,4801
GS,"2018-02-26 13:37:00",271,271,271,271,100
GS,"2018-02-26 13:38:00",271,271,271,271,3760
GS,"2018-02-26 13:39:00",271,271,271,271,1380
GS,"2018-02-26 13:40:00",271,271,271,271,4249
GS,"2018-02-26 13:41:00",271,271,271,271,3576
GS,"2018-02-26 13:42:00",271,271,271,271,16407
GS,"2018-02-26 13:43:00",271,271,271,271,5349
GS,"2018-02-26 13:44:00",271,271,271,271,2300
GS,"2018-02-26 13:45:00",271,271,271,271,1506
GS,"2018-02-26 13:46:00",271,271,271,271,4300
GS,"2018-02-26 13:47:00",271,271,271,271,2495
GS,"2018-02-26 13:48:00",271,271,271,271,3075
GS,"2018-02-26 13:49:00",271,271,271,271,4444
GS,"2018-02-26 13:50:00",271,271,271,271,3039
GS,"2018-02-26 13:51:00",271,271,271,271,721
GS,"2018-02-26 13:52:00",271,271,271,271,2800
GS,"2018-02-26 13:53:00",271,271,271,271,3891
GS,"2018-02-26 13:54:00",271,271,271,271,6895
GS,"2018-02-26 13:55:00",271,271,271,271,5152
GS,"2018-02-26 13:56:00",271,271,271,271,2043
GS,"2018-02-26 13:57:00",271,271,271,271,2700
GS,"2018-02-26 13:58:00",271,271,271,271,900
GS,"2018-02-26 13:59:00",271,271,271,271,500
GS,"2018-02-26 14:00:00",271,271,271,271,1400
GS,"2018-02-26 14:01:00",271,271,271,271,2051
GS,"2018-02-26 14:02:00",271,271,271,271,1601
GS,"2018-02-26 14:03:00",271,271,271,271,2200
GS,"2018-02-26 14:04:00",271,271,271,271,3100
GS,"2018-02-26 14:05:00",271,271,271,271,2093
GS,"2018-02-26 14:06:00",271,271,271,271,840
GS,"2018-02-26 14:07:00",271,271,271,271,4207
GS,"2018-02-26 14:08:00",271,271,271,271,5509
GS,"2018-02-26 14:09:00",271,271,271,271,3972
GS,"2018-02-26 14:10:00",271,271,271,271,1943
GS,"2018-02-26 14:11:00",271,271,271,271,1194
GS,"2018-02-26 14:12:00",271,271,271,271,3002
GS,"2018-02-26 14:13:00",271,271,271,271,2650
GS,"2018-02-26 14:14:00",271,271,271,271,2500
GS,"2018-02-26 14:15:00",271,271,271,271,2300
GS,"2018-02-26 14:16:00",271,271,271,271,1900
GS,"2018-02-26 14:17:00",271,271,271,271,4150
GS,"2018-02-26 14:18:00",271,271,271,271,3740
GS,"2018-02-26 14:19:00",271,272,271,272,7358
GS,"2018-02-26 14:20:00",272,272,271,271,3093
GS,"2018-02-26 14:21:00",271,271,271,271,1300
GS,"2018-02-26 14:22:00",272,272,271,271,2720
GS,"2018-02-26 14:23:00",271,271,271,271,2180
GS,"2018-02-26 14:24:00",271,272,271,272,2221
GS,"2018-02-26 14:25:00",272,272,271,271,7164
GS,"2018-02-26 14:26:00",271,272,271,271,1824
GS,"2018-02-26 14:27:00",271,271,271,271,3210
GS,"2018-02-26 14:28:00",271,271,271,271,4372
GS,"2018-02-26 14:29:00",271,271,271,271,1958
GS,"2018-02-26 14:30:00",271,271,271,271,3961
GS,"2018-02-26 14:31:00",271,271,270,271,11067
GS,"2018-02-26 14:32:00",271,271,270,271,4678
GS,"2018-02-26 14:33:00",271,271,271,271,651
GS,"2018-02-26 14:34:00",271,271,270,271,3900
GS,"2018-02-26 14:35:00",271,271,271,271,1810
GS,"2018-02-26 14:36:00",271,271,271,271,3186
GS,"2018-02-26 14:37:00",271,271,271,271,3024
GS,"2018-02-26 14:38:00",271,271,271,271,1100
GS,"2018-02-26 14:39:00",271,271,271,271,2700
GS,"2018-02-26 14:40:00",271,271,271,271,900
GS,"2018-02-26 14:41:00",271,271,271,271,300
GS,"2018-02-26 14:42:00",271,271,270,271,1785
GS,"2018-02-26 14:43:00",271,271,271,271,1574
GS,"2018-02-26 14:44:00",271,271,270,271,1600
GS,"2018-02-26 14:45:00",271,271,270,270,700
GS,"2018-02-26 14:46:00",270,270,270,270,1976
GS,"2018-02-26 14:47:00",270,271,270,271,700
GS,"2018-02-26 14:48:00",270,270,270,270,2300
GS,"2018-02-26 14:49:00",270,270,270,270,1653
GS,"2018-02-26 14:50:00",270,270,270,270,1201
GS,"2018-02-26 14:51:00",270,270,270,270,1400
GS,"2018-02-26 14:52:00",270,271,270,271,4400
GS,"2018-02-26 14:53:00",271,271,271,271,146
GS,"2018-02-26 14:54:00",271,271,271,271,2000
GS,"2018-02-26 14:55:00",271,271,271,271,2000
GS,"2018-02-26 14:56:00",271,271,271,271,2700
GS,"2018-02-26 14:57:00",271,271,271,271,2300
GS,"2018-02-26 14:58:00",271,271,271,271,400
GS,"2018-02-26 14:59:00",271,271,271,271,600
GS,"2018-02-26 15:00:00",271,271,271,271,5075
GS,"2018-02-26 15:01:00",271,271,270,270,826
GS,"2018-02-26 15:02:00",270,271,270,271,2354
GS,"2018-02-26 15:03:00",270,271,270,271,2736
GS,"2018-02-26 15:04:00",271,271,271,271,2500
GS,"2018-02-26 15:05:00",271,271,271,271,6724
GS,"2018-02-26 15:06:00",271,271,271,271,1218
GS,"2018-02-26 15:07:00",271,271,271,271,6467
GS,"2018-02-26 15:08:00",271,271,271,271,3589
GS,"2018-02-26 15:09:00",271,271,271,271,5262
GS,"2018-02-26 15:10:00",271,271,271,271,7200
GS,"2018-02-26 15:11:00",271,271,271,271,2500
GS,"2018-02-26 15:12:00",271,271,271,271,1820
GS,"2018-02-26 15:13:00",271,271,271,271,3575
GS,"2018-02-26 15:14:00",271,271,271,271,2039
GS,"2018-02-26 15:15:00",271,271,271,271,3335
GS,"2018-02-26 15:16:00",271,271,271,271,4296
GS,"2018-02-26 15:17:00",271,271,271,271,3215
GS,"2018-02-26 15:18:00",271,271,271,271,2020
GS,"2018-02-26 15:19:00",271,271,271,271,1598
GS,"2018-02-26 15:20:00",271,271,271,271,4375
GS,"2018-02-26 15:21:00",271,271,271,271,1585
GS,"2018-02-26 15:22:00",271,271,271,271,3100
GS,"2018-02-26 15:23:00",271,271,271,271,6535
GS,"2018-02-26 15:24:00",271,272,271,272,7047
GS,"2018-02-26 15:25:00",272,272,271,271,5376
GS,"2018-02-26 15:26:00",271,272,271,271,3201
GS,"2018-02-26 15:27:00",271,271,271,271,3131
GS,"2018-02-26 15:28:00",271,272,271,272,2168
GS,"2018-02-26 15:29:00",272,272,271,271,4847
GS,"2018-02-26 15:30:00",271,272,271,272,12294
GS,"2018-02-26 15:31:00",272,272,271,271,4012
GS,"2018-02-26 15:32:00",271,272,271,271,4744
GS,"2018-02-26 15:33:00",271,272,271,272,4948
GS,"2018-02-26 15:34:00",272,272,272,272,8219
GS,"2018-02-26 15:35:00",272,272,272,272,6350
GS,"2018-02-26 15:36:00",272,272,272,272,4809
GS,"2018-02-26 15:37:00",272,272,272,272,3200
GS,"2018-02-26 15:38:00",272,272,271,272,6740
GS,"2018-02-26 15:39:00",272,272,271,272,4713
GS,"2018-02-26 15:40:00",272,272,272,272,6973
GS,"2018-02-26 15:41:00",272,272,272,272,3671
GS,"2018-02-26 15:42:00",272,272,271,271,5817
GS,"2018-02-26 15:43:00",271,271,271,271,6014
GS,"2018-02-26 15:44:00",271,271,271,271,5725
GS,"2018-02-26 15:45:00",271,271,271,271,8423
GS,"2018-02-26 15:46:00",271,271,271,271,9344
GS,"2018-02-26 15:47:00",271,271,271,271,9323
GS,"2018-02-26 15:48:00",271,271,271,271,7287
GS,"2018-02-26 15:49:00",271,271,271,271,8964
GS,"2018-02-26 15:50:00",271,271,271,271,11607
GS,"2018-02-26 15:51:00",271,271,271,271,4653
GS,"2018-02-26 15:52:00",271,271,271,271,8835
GS,"2018-02-26 15:53:00",271,271,271,271,7104
GS,"2018-02-26 15:54:00",271,271,271,271,5624
GS,"2018-02-26 15:55:00",271,271,271,271,9415
GS,"2018-02-26 15:56:00",271,271,271,271,16438
GS,"2018-02-26 15:57:00",271,271,271,271,17822
GS,"2018-02-26 15:58:00",271,271,271,271,17201
GS,"2018-02-26 15:59:00",271,271,271,271,15533
GS,"2018-02-26 16:00:00",271,271,271,271,65152
GS,"2018-02-27 09:30:00",271,271,271,271,38769
GS,"2018-02-27 09:31:00",271,271,270,270,1916
GS,"2018-02-27 09:32:00",270,271,270,271,8202
GS,"2018-02-27 09:33:00",271,272,271,272,16120
GS,"2018-02-27 09:34:00",272,272,271,272,20792
GS,"2018-02-27 09:35:00",271,272,271,272,5817
